"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57"
"DNA.replication.inhibitor.9",25.4775685982178,-34.6426509394351,40.2229921444736,-0.216795230062331,6.49544462187637,-9.17510736611017,2.64673546230123,-9.5042974620548,-0.653122222927211,3.63719743138828,1.54268533776109,-5.77029779218817,2.06286946793115,0.277671093955705,0.960114686204715,1.76191915520743,5.72357785540893,1.72800668362886,-1.13077080684695,3.42054436876644,2.57923831212026,-1.77852524691408,0.0175666969294626,0.86653932411835,1.97546631121727,0.934845998676708,-0.45162577101829,3.01934004695239,1.23481239171843,1.51887426629827,-0.564612910638315,-1.43311905797631,-1.73321890201392,2.1514879779122,0.966432723686591,-1.85637564320735,0.851108805434382,-1.1816259798421,-0.589609205864518,-1.14475384936881,1.09511835323188,0.552686019126794,-3.56072773907036,0.988175884416461,-0.794975409000767,-1.13893225126447,1.91615430234745,1.1434689449733,1.53971104095261,-4.41422235386338,0.205506439794887,-1.90727722186359,-1.01417189263867,-4.80422610502035,-12.395549565254,0.15876244631955,-2.67905950245353e-14
"cell.wall.synthesis.inhibitor.11",18.4726579499871,-25.8948001374099,9.51818138259371,-0.722322949563288,7.3219321685518,11.7736096059684,8.10800637571193,-5.71576814618417,3.92744453361383,-10.5569047612405,-7.35096891216411,-2.98608550492721,6.22554426844131,-0.00151186093505288,-4.72512674052437,-2.20097845452897,-6.35901398864819,-7.20875351728351,-5.17649331299974,-0.580536209031616,-1.26245351228383,0.174864822889712,4.42546921867436,-2.68139798750991,-5.38265943097966,0.821191258317409,-0.0705266343408604,-3.57203621439011,0.547382786090135,0.497326694421741,3.56218007299433,-1.31292155630211,-3.86009514903946,-3.79998499718306,-4.99799628213847,-4.63394159437222,-4.5217075491044,-0.429016900345048,-0.588656850585017,-2.86709708474413,-0.2792116820434,-6.93583359203156,0.981470967103684,3.33073346892361,0.281356702492403,-0.278425854864411,-0.0793921524161635,0.791526024421005,0.403350552507151,3.14243386793881,-1.73236711347821,-3.11013326142112,-5.74246166892718,-6.9316427527571,1.59181894719485,0.105527990423086,-7.19433193574481e-15
"Membrane.perturbation.4",-43.9880624768836,4.55568558119306,-20.6949754261822,-3.944457535345,24.8692393020177,-6.6825565608706,-4.46602924859877,-1.25460290727568,5.25658507688962,9.39893045362511,-10.3343420222555,-5.64826083058251,4.08435781087589,0.906170421702485,-4.0320066751508,0.42457259938544,0.874504218016727,-5.7119933037239,-3.36555525810141,2.05537148397477,3.58357303526433,1.8469879612473,3.69586300358623,3.16641838367399,2.94280219685654,-0.761833587446967,-3.05084683190378,0.675224064320547,7.69051840085964,6.13184404114097,-7.08121127465131,12.5164114499973,-1.03006893626637,1.33846617556382,-1.64203720586399,0.508439862482611,-2.72068801981281,1.58177939264869,0.33997447573499,1.84409884768382,-3.29871325138521,-3.14096483120291,-0.253461232685873,-4.00201740472891,0.525721309417265,-0.658568003480687,-0.831544919985691,-0.0763272274291052,1.45924674287894,1.54431396474443,1.3354359049009,1.7349667405573,-0.302039776639966,1.62276814800181,-0.518343878554911,-0.222804953990743,1.74859855327919e-14
"cell.wall.synthesis.inhibitor.12",5.04855812620012,-26.6500871562424,4.86808055103961,-0.915748106074357,0.14156450402943,12.4565201229319,10.5174389636427,-0.236794324577229,4.69438866030199,-8.48797814931093,1.10530696318309,-4.07513672854258,-7.02469068543183,4.20299231552455,-5.5124842687505,-2.97536347833314,-1.75872175294168,3.97492364846429,8.83593794639566,-5.79162061381976,-3.43326995967807,4.49466915905861,-9.54096557948933,-2.59791394596697,2.07442519205924,-1.48716151913559,0.735179498284168,5.39645529225434,6.33448341792789,-1.45421754622303,-0.29877647658305,3.16647801646216,-3.40110369827475,1.24678775556431,-3.06530676085282,2.1071861666607,-5.64593265703028,0.035139667732243,4.43522111564669,1.37612219042522,-3.50332880820888,3.33227402821169,2.64878443658796,3.26685903824763,0.984994695638636,-3.54870871612714,0.238869872730553,1.88456243599438,-2.57861694126691,-2.30884391914935,3.14088260694852,-2.44479208446055,3.85250186766758,-3.24697604657962,0.861390475270609,-1.60723032292405,3.71027264901153e-14
"Membrane.perturbation.5",-19.8473646728542,-13.9128284963437,-10.7775799395442,-4.57455580872502,19.8991592723668,-0.143263664126886,5.21102138087681,-2.28692660639299,5.25307800426777,-1.79137217467845,-11.4762725175701,-1.30917001407739,1.75093461519889,5.35678373827109,-6.68245164062941,-3.20361785908602,-1.39749709690164,-3.37524458063629,-1.35491602123122,1.0463985103328,-5.84308744347726,6.44182489355419,-9.00381998733539,-8.00518534018693,0.762508018676191,0.777835978080933,-3.86152917020142,-8.64817111716941,-1.84194889099134,-0.603393350902077,2.96011212929994,1.18897282725757,6.34141896136675,2.62135575440536,4.7648550090332,-0.85025835562008,3.19257369112083,2.58124361877283,-6.41601878723223,-3.52506482168106,-1.12867623026003,2.76836034580568,0.806517732679358,0.573558116190286,-2.43540567016098,2.91494480281266,-1.24260087015034,3.36725788060772,-0.536659651684664,-1.71888260902698,-0.46852542271839,-0.252209922591244,0.851229144750954,1.62839425263326,-1.52808522856362,1.09016213890845,1.04803318801139e-14
"cell.wall.synthesis.inhibitor.13",-27.8653396077153,-4.85325829077309,-25.1133749115788,-10.1914900362555,20.7697902270307,-14.5705730500623,9.15484728583817,-0.548157492338774,-0.0657676328057097,-30.1962107704215,-3.31845298038395,15.9996475663216,0.753191561079694,1.33738208860134,-1.25744261373738,6.61234248530803,20.1373774220335,1.25399480636371,-1.23169551100906,-6.61379893930034,3.04071617015486,1.39065939805224,3.45663898344012,2.81069950828872,-0.894206874395323,-0.227369056991988,-0.479447458730849,-1.68607917421122,-0.263902720316635,-0.51992071154831,-1.01928366239691,-1.0236637356659,0.8685071180736,-2.25192646802363,-2.14245683014784,1.82778470128997,0.535327815893994,-0.15691117796347,1.25222836020496,0.610062462044488,1.47522320378624,2.36609843299727,-0.143734088908767,1.97233494741365,-0.579697247081567,0.721369169873549,-0.0198081302386053,-0.593403298260001,-0.543218047950936,-0.000979193452294893,-0.267448231126777,-0.187764418302072,-0.315684383350765,0.0911037184916608,0.091859924434967,0.208695523140717,1.25334313240411e-14
"new.hit.2",-14.8955397881061,-16.8054446239054,-2.23718154369555,0.69879441925074,0.384329551983844,9.2133850847606,7.54044161926067,2.18016580242367,-6.61747798681795,-3.599307442231,-22.8155594048155,2.12500728296129,-5.03036267724166,9.39245083032586,2.6248157714357,-5.02651352580323,-1.86918766535516,0.0286957653581113,2.16464344809498,-1.18365000235146,4.5228014180342,-0.822616354455879,-4.44542715098119,0.847826218222382,6.05778051741272,-7.11854544242411,5.72081756356563,3.18514218076912,1.23687281237599,1.78940809510352,5.77654214508838,-4.14028458385227,-1.9925042125678,0.120523215719344,0.86593689698781,-1.46629122376483,1.13560222278819,-3.99265280525356,0.128739244904001,4.020814301463,-0.962977598272082,-1.58123840624307,-5.03660241770257,-3.70302882993076,3.13505316190029,5.25695588938512,1.9159504400738,-1.77559339152708,1.47269303340015,2.67218239210056,-3.29577868045797,3.32983614683055,0.341997484858588,0.250980669413242,-0.283735663904844,1.24191071322066,4.7473201585102e-14
"DNA.replication.inhibitor.10",35.1014189578905,-36.3317732594185,35.786606607807,0.189024795240608,9.18581015779639,-0.937799148072441,4.18069621252224,-6.2019578122947,3.52263094919298,-2.05915962286377,2.41056282362387,-11.0249849549961,-2.69638854744131,-0.439238228918875,-1.21126381818027,-7.00023467905852,5.79998593461996,7.64518682367825,6.32785112901135,9.0679362875247,-0.424458060400671,5.40512981006844,-2.08854819903717,4.05975458261123,-5.77952823229246,-1.05899927051738,-0.0157751168749199,-1.7529120297931,0.128598518684727,-0.0775467905434571,-0.29126812590109,-0.0694927503271112,-0.707095511942865,-1.52774695617614,-2.63600146618479,5.68430715622666,3.03246159724139,2.40052288414897,-1.21174698356209,0.671978421584765,1.91957579843844,-3.34327686730005,4.39957840731539,1.94274392535856,4.26549311377774,-0.281436576694813,-2.62476895843369,-2.38737398418935,3.84612707855122,-1.24813593579705,-4.30495511408891,5.5853408266184,-2.37149231905804,2.71321813966806,1.23810652591977,-1.16342915970589,2.81903406867956e-15
"cell.wall.synthesis.inhibitor.14",-0.123166617776353,-19.1853074288879,-2.42009268846531,-4.86285631521071,26.0971586930014,0.765280650615292,2.10272877160686,-5.71187559022219,14.051013344312,-9.62427913562031,10.8823679958655,-2.95350603021754,-2.69691118427688,1.30731285460528,7.30703614152646,-2.53035060338196,-2.08832264237366,1.67678705288383,1.21872726842723,7.05510016398981,-1.14064695969491,-6.44573847536382,-1.78583315893055,-1.72730826667656,7.73625045384905,5.02173474671724,0.269043880153891,-0.895043719235323,-1.84707208123538,0.43199276872766,2.00384775632987,0.957110415458278,1.19726790236699,-6.14177347029836,1.18082342330362,-7.80302256083371,-3.40038007064519,-5.59151403463778,2.17240838523789,0.449656334756941,2.299079485943,1.07364459429553,2.57707797362229,-4.24448812515922,-2.47377292143971,-4.76197866590663,-2.35536358047991,-3.02744783843288,-0.359064270408706,0.332969378729851,-2.02173167749573,0.232376028296717,2.09934336006372,2.70466791046938,0.698809644526037,0.831257297863079,7.7435480987445e-15
"DNA.replication.inhibitor.11",33.8250632307221,-35.2932719198985,44.6829904041644,-2.469841135454,10.1201335732321,-13.3149579899794,5.0768016481833,-13.3383726300595,-2.98247803234723,-2.12470035337632,-7.5686598290192,1.64380375875218,5.58821349143414,1.68522168401631,-2.2351918449839,3.24069722391502,-0.962341199804206,-2.58445149183697,1.32493607157514,2.90264356105082,-5.4250365182275,-8.47986671909437,-5.9996457653351,6.72351764231486,-2.92075172306868,3.33648332730411,-2.26647997219594,3.57057700284319,-3.22232481514481,-0.0785625390983638,-3.33039079201851,-2.08043052276238,1.03614810997864,1.66751992528033,-0.985350322786976,2.98610679934716,1.60387083250756,0.263937098061067,-3.295775581294,0.197585796315543,-0.733334527125452,-0.944708294018119,-4.87015735225282,-2.82820495404251,-1.02949096003775,-2.70430536072701,5.89472147790623,1.95210774184673,-1.04263716741067,3.64934401386031,3.51574788361345,-2.83866553607233,1.90726637604292,1.53536243755791,4.71644054423696,0.108374168361836,-7.01834423910697e-14
"Folic.Acid.synthesis.inhibitor.2",54.7863861582311,-1.80977044404588,6.12101869731608,2.10604526825978,1.57101321419576,-27.2878311827206,-15.7767083143266,26.8056502795309,-1.65694186620731,-9.07091929805986,0.0948181367827251,-10.0002433428925,1.66647502851703,0.642217657317136,1.17501909318428,4.36358483853427,-5.09490684189276,-1.54588851729904,6.94715751157971,-1.61487803830291,8.15872903446105,-5.89811094491492,-3.05264646416826,-1.54204186896741,-2.15985916615085,3.40826203798459,-5.70207296704079,0.176697304922412,3.82917640817527,-2.47699125208176,0.583837731177654,1.48358136114486,-2.6260927320781,-0.562876598875274,1.47466122740153,-1.23731437066297,0.113613967686701,0.358901049118288,-2.10174703070924,-2.42814901236099,-1.43141294523064,-0.706103508066917,0.493397887658633,2.8180580072202,-0.741234527175995,6.88407793849977,-0.375127831088193,-5.29496154625704,-3.43956953010313,0.288707419722605,-0.223003074852905,0.932454560556652,1.21117152129896,-0.317471235559759,0.167286183890709,-0.0175114790487719,-5.91115698056477e-14
